,Date,Hour,Temperature,Humidity,Wind speed,Rainfall,Snowfall,Seasons,Holiday,Functioning Day,Rental count,score,score_type,Temperature Category
1988,21/02/2018,20,-1.1,43,1.5,0.0,0.0,Winter,No Holiday,Yes,217,10.0,0-10,cold
1989,21/02/2018,21,-1.6,52,2.2,0.0,0.0,Winter,No Holiday,Yes,342,10.0,0-100,cold
1990,21/02/2018,22,-2.2,55,1.4,0.0,0.0,Winter,No Holiday,Yes,310,74.0,0-100,cold
1991,21/02/2018,23,-2.7,58,1.1,0.0,0.0,Winter,No Holiday,Yes,210,37.0,0-100,cold
1992,22/02/2018,0,-2.7,58,1.7,0.0,0.0,Winter,No Holiday,Yes,250,94.0,0-100,cold
1993,22/02/2018,1,-2.2,58,1.0,0.0,0.0,Winter,No Holiday,Yes,322,10.0,0-100,cold
1994,22/02/2018,2,-2.9,57,0.0,0.0,0.0,Winter,No Holiday,Yes,113,66.0,0-100,cold
1995,22/02/2018,3,-2.8,57,0.5,0.0,0.0,Winter,No Holiday,Yes,59,7.0,0-10,cold
1996,22/02/2018,4,-2.4,58,0.3,0.0,0.0,Winter,No Holiday,Yes,63,5.0,0-10,cold
1997,22/02/2018,5,-2.4,59,1.1,0.0,0.0,Winter,No Holiday,Yes,93,32.0,0-100,cold
1998,22/02/2018,6,-3.0,62,0.8,0.0,0.0,Winter,No Holiday,Yes,141,9.0,0-10,cold
1999,22/02/2018,7,-3.7,64,0.7,0.0,0.0,Winter,No Holiday,Yes,421,62.0,0-100,cold
2000,22/02/2018,8,-3.6,63,0.9,0.0,0.0,Winter,No Holiday,Yes,1169,10.0,0-10,cold
2001,22/02/2018,9,-1.9,51,0.9,0.0,0.0,Winter,No Holiday,Yes,378,88.0,0-100,cold
2002,22/02/2018,10,0.9,44,1.1,0.0,0.0,Winter,No Holiday,Yes,485,8.0,0-10,cold
2003,22/02/2018,11,2.7,44,0.9,0.0,0.0,Winter,No Holiday,Yes,201,44.0,0-100,cold
2004,22/02/2018,12,4.8,47,2.6,0.0,0.0,Winter,No Holiday,Yes,220,4.0,0-10,cold
2005,22/02/2018,13,4.5,51,3.8,0.0,0.0,Winter,No Holiday,Yes,367,10.0,0-100,cold
2006,22/02/2018,14,4.8,50,4.3,0.0,0.0,Winter,No Holiday,Yes,197,10.0,0-100,cold
2007,22/02/2018,15,5.0,49,4.4,0.0,0.0,Winter,No Holiday,Yes,555,10.0,0-100,cool
2008,22/02/2018,16,5.0,50,4.3,0.0,0.0,Winter,No Holiday,Yes,501,58.0,0-100,cool
2009,22/02/2018,17,4.6,52,3.9,0.0,0.0,Winter,No Holiday,Yes,648,0.0,0-100,cold
2010,22/02/2018,18,3.9,56,4.0,0.0,0.0,Winter,No Holiday,Yes,475,5.0,0-10,cold
2011,22/02/2018,19,3.5,60,2.7,0.0,0.0,Winter,No Holiday,Yes,527,86.0,0-100,cold
2012,22/02/2018,20,3.0,62,2.4,0.0,0.0,Winter,No Holiday,Yes,519,22.0,0-100,cold
2013,22/02/2018,21,2.9,64,2.5,0.0,0.0,Winter,No Holiday,Yes,340,98.0,0-100,cold
2014,22/02/2018,22,,65,2.3,0.0,0.0,Winter,No Holiday,Yes,72,34.0,0-100,
2015,22/02/2018,23,2.9,63,2.6,0.0,0.0,Winter,No Holiday,Yes,283,10.0,0-100,cold
2016,23/02/2018,0,1.7,86,2.7,0.4,0.4,Winter,No Holiday,Yes,57,6.0,0-10,cold
2017,23/02/2018,1,0.6,96,2.1,0.0,4.0,Winter,No Holiday,Yes,78,10.0,0-100,cold
2018,23/02/2018,2,0.7,97,1.4,0.0,4.1,Winter,No Holiday,Yes,87,3.0,0-10,cold
2019,23/02/2018,3,0.9,97,1.2,3.7,4.1,Winter,No Holiday,Yes,34,10.0,0-100,cold
2020,23/02/2018,4,1.1,96,2.5,0.0,3.9,Winter,No Holiday,Yes,30,8.0,0-10,cold
2021,23/02/2018,5,1.0,91,0.7,0.0,3.8,Winter,No Holiday,Yes,65,4.0,0-10,cold
2022,23/02/2018,6,0.4,95,0.3,0.0,3.8,Winter,No Holiday,Yes,72,10.0,0-100,cold
2023,23/02/2018,7,-0.1,97,0.5,0.0,3.8,Winter,No Holiday,Yes,95,10.0,0-100,cold
2024,23/02/2018,8,-0.2,97,0.4,0.0,3.7,Winter,No Holiday,Yes,499,8.0,0-10,cold
2025,23/02/2018,9,0.5,94,0.6,0.0,3.7,Winter,No Holiday,Yes,305,10.0,0-100,cold
2026,23/02/2018,10,2.2,83,0.8,0.0,3.7,Winter,No Holiday,Yes,135,5.0,0-10,cold
2027,23/02/2018,11,3.8,72,0.9,0.0,3.4,Winter,No Holiday,Yes,303,10.0,0-100,cold
2028,23/02/2018,12,5.3,70,0.9,0.0,1.7,Winter,No Holiday,Yes,457,5.0,0-10,cool
2029,23/02/2018,13,6.7,64,2.0,0.0,0.6,Winter,No Holiday,Yes,481,5.0,0-10,cool
2030,23/02/2018,14,7.8,57,2.1,0.0,0.0,Winter,No Holiday,Yes,398,21.0,0-100,cool
2031,23/02/2018,15,8.2,62,0.6,0.0,0.0,Winter,No Holiday,Yes,322,10.0,0-100,cool
2032,23/02/2018,16,8.3,60,2.7,0.0,0.0,Winter,No Holiday,Yes,286,10.0,0-100,cool
2033,23/02/2018,17,7.9,68,4.2,0.0,0.0,Winter,No Holiday,Yes,389,10.0,0-10,cool
2034,23/02/2018,18,7.5,70,5.0,0.0,0.0,Winter,No Holiday,Yes,898,9.0,0-10,cool
2035,23/02/2018,19,6.9,73,3.7,0.0,0.0,Winter,No Holiday,Yes,457,6.0,0-10,cool
2036,23/02/2018,20,6.4,77,2.8,0.0,0.0,Winter,No Holiday,Yes,264,97.0,0-100,cool
2037,23/02/2018,21,6.0,79,2.7,0.0,0.0,Winter,No Holiday,Yes,379,80.0,0-100,cool
2038,23/02/2018,22,5.7,81,2.5,0.0,0.0,Winter,No Holiday,Yes,286,8.0,0-10,cool
2039,23/02/2018,23,5.5,80,2.7,0.0,0.0,Winter,No Holiday,Yes,404,4.0,0-10,cool
2040,24/02/2018,0,4.6,82,3.0,0.0,0.0,Winter,No Holiday,Yes,243,89.0,0-100,cold
2041,24/02/2018,1,4.0,83,1.7,0.0,0.0,Winter,No Holiday,Yes,262,10.0,0-100,cold
2042,24/02/2018,2,3.7,82,1.6,0.0,0.0,Winter,No Holiday,Yes,157,10.0,0-10,cold
2043,24/02/2018,3,3.5,82,2.9,0.0,0.0,Winter,No Holiday,Yes,175,57.0,0-100,cold
2044,24/02/2018,4,2.7,82,2.8,0.0,0.0,Winter,No Holiday,Yes,17,66.0,0-100,cold
2045,24/02/2018,5,1.8,84,2.7,0.0,0.0,Winter,No Holiday,Yes,88,51.0,0-100,cold
2046,24/02/2018,6,1.2,83,2.5,0.0,0.0,Winter,No Holiday,Yes,91,5.0,0-10,cold
2047,24/02/2018,7,0.6,86,1.6,0.0,0.0,Winter,No Holiday,Yes,139,88.0,0-100,cold
2048,24/02/2018,8,0.0,77,2.8,0.0,0.0,Winter,No Holiday,Yes,300,33.0,0-100,cold
2049,24/02/2018,9,0.6,64,3.8,0.0,0.0,Winter,No Holiday,Yes,330,10.0,0-100,cold
2050,24/02/2018,10,0.8,60,2.9,0.0,0.0,Winter,No Holiday,Yes,198,7.0,0-10,cold
2051,24/02/2018,11,2.2,50,2.4,0.0,0.0,Winter,No Holiday,Yes,523,10.0,0-100,cold
2052,24/02/2018,12,4.0,37,1.4,0.0,0.0,Winter,No Holiday,Yes,412,6.0,0-10,cold
2053,24/02/2018,13,5.3,29,2.1,0.0,0.0,Winter,No Holiday,Yes,337,6.0,0-10,cool
2054,24/02/2018,14,6.9,19,1.9,0.0,0.0,Winter,No Holiday,Yes,560,8.0,0-10,cool
2055,24/02/2018,15,6.7,24,2.7,0.0,0.0,Winter,No Holiday,Yes,271,10.0,0-100,cool
2056,24/02/2018,16,5.9,21,3.0,0.0,0.0,Winter,No Holiday,Yes,620,10.0,0-100,cool
2057,24/02/2018,17,4.9,28,3.1,0.0,0.0,Winter,No Holiday,Yes,338,6.0,0-10,cold
2058,24/02/2018,18,3.5,30,2.9,0.0,0.0,Winter,No Holiday,Yes,164,10.0,0-10,cold
2059,24/02/2018,19,2.1,27,2.8,0.0,0.0,Winter,No Holiday,Yes,184,6.0,0-10,cold
2060,24/02/2018,20,1.1,32,1.4,0.0,0.0,Winter,No Holiday,Yes,310,10.0,0-100,cold
2061,24/02/2018,21,0.7,31,1.3,0.0,0.0,Winter,No Holiday,Yes,96,34.0,0-100,cold
2062,24/02/2018,22,0.1,32,0.9,0.0,0.0,Winter,No Holiday,Yes,270,9.0,0-10,cold
2063,24/02/2018,23,-0.6,39,1.3,0.0,0.0,Winter,No Holiday,Yes,201,10.0,0-10,cold
2064,25/02/2018,0,-1.1,44,1.2,0.0,0.0,Winter,No Holiday,Yes,203,50.0,0-100,cold
2065,25/02/2018,1,-1.4,43,0.6,0.0,0.0,Winter,No Holiday,Yes,187,63.0,0-100,cold
2066,25/02/2018,2,-1.5,46,1.1,0.0,0.0,Winter,No Holiday,Yes,168,8.0,0-10,cold
2067,25/02/2018,3,-1.3,42,0.8,0.0,0.0,Winter,No Holiday,Yes,98,10.0,0-100,cold
2068,25/02/2018,4,-1.1,43,0.7,0.0,0.0,Winter,No Holiday,Yes,51,4.0,0-10,cold
2069,25/02/2018,5,-0.7,41,0.9,0.0,0.0,Winter,No Holiday,Yes,49,10.0,0-100,cold
2070,25/02/2018,6,-0.8,44,0.6,0.0,0.0,Winter,No Holiday,Yes,60,83.0,0-100,cold
2071,25/02/2018,7,-1.0,47,0.9,0.0,0.0,Winter,No Holiday,Yes,90,67.0,0-100,cold
2072,25/02/2018,8,-1.3,54,0.6,0.0,0.0,Winter,No Holiday,Yes,35,10.0,0-100,cold
2073,25/02/2018,9,-0.3,48,1.1,0.0,0.0,Winter,No Holiday,Yes,130,7.0,0-10,cold
2074,25/02/2018,10,2.1,42,1.1,0.0,0.0,Winter,No Holiday,Yes,207,41.0,0-100,cold
2075,25/02/2018,11,4.3,29,2.6,0.0,0.0,Winter,No Holiday,Yes,262,10.0,0-100,cold
2076,25/02/2018,12,5.5,25,3.1,0.0,0.0,Winter,No Holiday,Yes,531,6.0,0-10,cool
2077,25/02/2018,13,6.1,22,2.4,0.0,0.0,Winter,No Holiday,Yes,713,80.0,0-100,cool
2078,25/02/2018,14,7.0,23,2.4,0.0,0.0,Winter,No Holiday,Yes,506,36.0,0-100,cool
2079,25/02/2018,15,7.5,21,2.7,0.0,0.0,Winter,No Holiday,Yes,574,2.0,0-10,cool
2080,25/02/2018,16,7.6,18,3.2,0.0,0.0,Winter,No Holiday,Yes,581,10.0,0-100,cool
2081,25/02/2018,17,6.9,25,2.9,0.0,0.0,Winter,No Holiday,Yes,281,9.0,0-10,cool
2082,25/02/2018,18,5.2,30,2.8,0.0,0.0,Winter,No Holiday,Yes,46,53.0,0-100,cool
2083,25/02/2018,19,3.1,40,2.6,0.0,0.0,Winter,No Holiday,Yes,45,52.0,0-100,cold
2084,25/02/2018,20,1.3,49,2.8,0.0,0.0,Winter,No Holiday,Yes,342,83.0,0-100,cold
2085,25/02/2018,21,0.2,55,2.5,0.0,0.0,Winter,No Holiday,Yes,315,10.0,0-100,cold
2086,25/02/2018,22,0.0,54,2.5,0.0,0.0,Winter,No Holiday,Yes,105,10.0,0-100,cold
2087,25/02/2018,23,-0.3,58,1.0,0.0,0.0,Winter,No Holiday,Yes,201,10.0,0-10,cold
2088,26/02/2018,0,-0.9,60,0.7,0.0,0.0,Winter,No Holiday,Yes,148,47.0,0-100,cold
2089,26/02/2018,1,-1.2,63,0.9,0.0,0.0,Winter,No Holiday,Yes,56,2.0,0-10,cold
2090,26/02/2018,2,-1.7,66,0.8,0.0,0.0,Winter,No Holiday,Yes,55,9.0,0-10,cold
2091,26/02/2018,3,-1.9,67,1.0,0.0,0.0,Winter,No Holiday,Yes,58,10.0,0-100,cold
2092,26/02/2018,4,-2.3,69,1.1,0.0,0.0,Winter,No Holiday,Yes,14,9.0,0-10,cold
2093,26/02/2018,5,-2.5,73,0.8,0.0,0.0,Winter,No Holiday,Yes,66,8.0,0-10,cold
2094,26/02/2018,6,-2.7,72,0.5,0.0,0.0,Winter,No Holiday,Yes,156,7.0,0-10,cold
2095,26/02/2018,7,-3.1,68,0.8,0.0,0.0,Winter,No Holiday,Yes,235,69.0,0-100,cold
2096,26/02/2018,8,-2.9,63,0.7,0.0,0.0,Winter,No Holiday,Yes,1095,10.0,0-100,cold
2097,26/02/2018,9,-1.1,53,0.9,0.0,0.0,Winter,No Holiday,Yes,242,10.0,0-10,cold
2098,26/02/2018,10,1.9,46,1.1,0.0,0.0,Winter,No Holiday,Yes,176,6.0,0-10,cold
2099,26/02/2018,11,4.6,37,1.6,0.0,0.0,Winter,No Holiday,Yes,174,64.0,0-100,cold
2100,26/02/2018,12,6.9,28,1.1,0.0,0.0,Winter,No Holiday,Yes,164,9.0,0-100,cool
2101,26/02/2018,13,8.1,26,1.2,0.0,0.0,Winter,No Holiday,Yes,320,57.0,0-100,cool
2102,26/02/2018,14,9.9,25,1.5,0.0,0.0,Winter,No Holiday,Yes,483,7.0,0-10,cool
2103,26/02/2018,15,10.3,23,2.1,0.0,0.0,Winter,No Holiday,Yes,955,21.0,0-100,cool
2104,26/02/2018,16,9.5,31,3.1,0.0,0.0,Winter,No Holiday,Yes,862,8.0,0-10,cool
2105,26/02/2018,17,8.7,30,3.1,0.0,0.0,Winter,No Holiday,Yes,778,83.0,0-100,cool
2106,26/02/2018,18,7.2,26,2.3,0.0,0.0,Winter,No Holiday,Yes,776,10.0,0-100,cool
2107,26/02/2018,19,5.5,30,2.7,0.0,0.0,Winter,No Holiday,Yes,819,83.0,0-100,cool
2108,26/02/2018,20,4.3,32,1.7,0.0,0.0,Winter,No Holiday,Yes,349,65.0,0-100,cold
2109,26/02/2018,21,3.3,36,1.4,0.0,0.0,Winter,No Holiday,Yes,709,69.0,0-100,cold
2110,26/02/2018,22,2.7,40,1.0,0.0,0.0,Winter,No Holiday,Yes,321,62.0,0-100,cold
2111,26/02/2018,23,2.8,39,0.7,0.0,0.0,Winter,No Holiday,Yes,122,90.0,0-100,cold
2112,27/02/2018,0,2.6,40,1.8,0.0,0.0,Winter,No Holiday,Yes,51,3.0,0-10,cold
2113,27/02/2018,1,2.1,44,0.9,0.0,0.0,Winter,No Holiday,Yes,141,8.0,0-10,cold
2114,27/02/2018,2,1.5,44,1.2,0.0,0.0,Winter,No Holiday,Yes,42,10.0,0-100,cold
2115,27/02/2018,3,1.1,44,1.0,0.0,0.0,Winter,No Holiday,Yes,151,10.0,0-100,cold
2116,27/02/2018,4,0.9,46,0.8,0.0,0.0,Winter,No Holiday,Yes,103,4.0,0-10,cold
2117,27/02/2018,5,0.6,50,0.1,0.0,0.0,Winter,No Holiday,Yes,76,14.0,0-100,cold
2118,27/02/2018,6,0.6,50,0.4,0.0,0.0,Winter,No Holiday,Yes,305,67.0,0-100,cold
2119,27/02/2018,7,1.3,47,0.7,0.0,0.0,Winter,No Holiday,Yes,234,70.0,0-100,cold
2120,27/02/2018,8,2.0,51,0.7,0.0,0.0,Winter,No Holiday,Yes,964,10.0,0-10,cold
2121,27/02/2018,9,2.5,51,1.0,0.0,0.0,Winter,No Holiday,Yes,444,10.0,0-10,cold
2122,27/02/2018,10,3.3,47,0.7,0.0,0.0,Winter,No Holiday,Yes,80,16.0,0-100,cold
2123,27/02/2018,11,4.8,41,0.8,0.0,0.0,Winter,No Holiday,Yes,263,7.0,0-10,cold
2124,27/02/2018,12,5.4,37,0.7,0.0,0.0,Winter,No Holiday,Yes,242,1.0,0-100,cool
2125,27/02/2018,13,5.8,39,0.6,0.0,0.0,Winter,No Holiday,Yes,479,10.0,0-10,cool
2126,27/02/2018,14,6.3,40,0.8,0.0,0.0,Winter,No Holiday,Yes,454,10.0,0-10,cool
2127,27/02/2018,15,6.7,48,0.8,0.0,0.0,Winter,No Holiday,Yes,427,10.0,0-100,cool
2128,27/02/2018,16,6.9,54,1.1,0.0,0.0,Winter,No Holiday,Yes,448,10.0,0-10,cool
2129,27/02/2018,17,6.8,57,1.0,0.0,0.0,Winter,No Holiday,Yes,662,7.0,0-10,cool
2130,27/02/2018,18,,62,0.8,0.0,0.0,Winter,No Holiday,Yes,791,53.0,0-100,
2131,27/02/2018,19,6.1,44,1.0,0.0,0.0,Winter,No Holiday,Yes,529,10.0,0-100,cool
2132,27/02/2018,20,5.9,44,1.3,0.0,0.0,Winter,No Holiday,Yes,473,43.0,0-100,cool
2133,27/02/2018,21,5.7,46,0.8,0.0,0.0,Winter,No Holiday,Yes,622,39.0,0-100,cool
2134,27/02/2018,22,5.4,49,1.1,0.0,0.0,Winter,No Holiday,Yes,640,7.0,0-10,cool
2135,27/02/2018,23,5.3,53,1.5,0.0,0.0,Winter,No Holiday,Yes,302,7.0,0-10,cool
2136,28/02/2018,0,5.1,52,1.1,0.0,0.0,Winter,No Holiday,Yes,192,75.0,0-100,cool
2137,28/02/2018,1,5.0,53,1.4,0.0,0.0,Winter,No Holiday,Yes,258,4.0,0-10,cool
2138,28/02/2018,2,5.2,54,1.3,0.0,0.0,Winter,No Holiday,Yes,90,49.0,0-100,cool
2139,28/02/2018,3,5.3,55,1.7,0.0,0.0,Winter,No Holiday,Yes,89,87.0,0-100,cool
2140,28/02/2018,4,5.4,56,1.7,0.0,0.0,Winter,No Holiday,Yes,49,7.0,0-10,cool
2141,28/02/2018,5,5.2,59,1.7,0.0,0.0,Winter,No Holiday,Yes,38,10.0,0-100,cool
2142,28/02/2018,6,5.2,60,1.9,0.0,0.0,Winter,No Holiday,Yes,200,10.0,0-100,cool
2143,28/02/2018,7,5.5,59,2.8,0.0,0.0,Winter,No Holiday,Yes,472,10.0,0-100,cool
2144,28/02/2018,8,5.7,57,2.5,0.0,0.0,Winter,No Holiday,Yes,954,63.0,0-100,cool
2145,28/02/2018,9,6.2,55,2.4,0.0,0.0,Winter,No Holiday,Yes,192,69.0,0-100,cool
2146,28/02/2018,10,6.5,53,2.0,0.0,0.0,Winter,No Holiday,Yes,336,43.0,0-100,cool
2147,28/02/2018,11,7.1,50,2.2,0.0,0.0,Winter,No Holiday,Yes,349,10.0,0-100,cool
2148,28/02/2018,12,7.6,48,2.6,0.0,0.0,Winter,No Holiday,Yes,310,5.0,0-10,cool
2149,28/02/2018,13,7.6,57,2.3,0.0,0.0,Winter,No Holiday,Yes,44,6.0,0-10,cool
2150,28/02/2018,14,5.7,80,3.7,0.0,0.0,Winter,No Holiday,Yes,20,53.0,0-100,cool
2151,28/02/2018,15,4.8,87,2.9,4.5,0.0,Winter,No Holiday,Yes,11,9.0,0-10,cold
2152,28/02/2018,16,4.2,89,2.5,0.0,0.0,Winter,No Holiday,Yes,5,7.0,0-10,cold
2153,28/02/2018,17,3.8,90,2.7,0.0,0.0,Winter,No Holiday,Yes,13,79.0,0-100,cold
2154,28/02/2018,18,3.6,90,2.1,9.5,0.0,Winter,No Holiday,Yes,2,4.0,0-10,cold
2155,28/02/2018,19,2.5,95,1.9,0.0,0.0,Winter,No Holiday,Yes,17,10.0,0-100,cold
2156,28/02/2018,20,2.7,96,1.5,0.0,0.0,Winter,No Holiday,Yes,6,66.0,0-100,cold
2157,28/02/2018,21,2.4,95,2.5,9.0,0.0,Winter,No Holiday,Yes,7,69.0,0-100,cold
2158,28/02/2018,22,2.3,96,1.9,0.0,0.0,Winter,No Holiday,Yes,7,2.0,0-10,cold
2159,28/02/2018,23,1.8,96,1.2,0.0,0.0,Winter,No Holiday,Yes,2,5.0,0-10,cold
2160,01/03/2018,0,2.0,96,1.3,2.0,0.0,Spring,Holiday,Yes,48,77.0,0-100,cold
2161,01/03/2018,1,2.1,97,0.2,0.0,0.0,Spring,Holiday,Yes,193,10.0,0-100,cold
2162,01/03/2018,2,2.0,97,1.0,0.0,0.0,Spring,Holiday,Yes,167,9.0,0-10,cold
2163,01/03/2018,3,1.6,97,2.3,0.1,0.0,Spring,Holiday,Yes,101,61.0,0-100,cold
2164,01/03/2018,4,1.6,97,1.1,0.0,0.0,Spring,Holiday,Yes,26,51.0,0-100,cold
2165,01/03/2018,5,2.2,97,2.9,0.0,0.0,Spring,Holiday,Yes,16,78.0,0-100,cold
2166,01/03/2018,6,3.0,96,2.7,0.4,0.0,Spring,Holiday,Yes,26,91.0,0-100,cold
2167,01/03/2018,7,2.6,89,4.3,0.0,0.0,Spring,Holiday,Yes,43,37.0,0-100,cold
2168,01/03/2018,8,1.5,80,3.2,0.0,0.0,Spring,Holiday,Yes,277,83.0,0-100,cold
2169,01/03/2018,9,0.1,78,4.9,0.0,0.0,Spring,Holiday,Yes,232,45.0,0-100,cold
2170,01/03/2018,10,0.1,53,5.3,0.0,0.0,Spring,Holiday,Yes,178,5.0,0-10,cold
2171,01/03/2018,11,0.8,52,4.6,0.0,0.0,Spring,Holiday,Yes,390,10.0,0-100,cold
2172,01/03/2018,12,0.5,46,4.7,0.0,0.0,Spring,Holiday,Yes,267,53.0,0-100,cold
2173,01/03/2018,13,1.4,37,4.0,0.0,0.0,Spring,Holiday,Yes,625,7.0,0-10,cold
2174,01/03/2018,14,1.2,36,6.0,0.0,0.0,Spring,Holiday,Yes,95,10.0,0-100,cold
2175,01/03/2018,15,1.6,35,4.5,0.0,0.0,Spring,Holiday,Yes,282,43.0,0-100,cold
2176,01/03/2018,16,,33,4.8,0.0,0.0,Spring,Holiday,Yes,867,79.0,0-100,
2177,01/03/2018,17,0.4,37,5.2,0.0,0.0,Spring,Holiday,Yes,160,85.0,0-100,cold
2178,01/03/2018,18,-0.8,40,4.7,0.0,0.0,Spring,Holiday,Yes,383,3.0,0-10,cold
2179,01/03/2018,19,-1.7,45,3.3,0.0,0.0,Spring,Holiday,Yes,393,9.0,0-10,cold
2180,01/03/2018,20,-2.2,49,3.5,0.0,0.0,Spring,Holiday,Yes,232,3.0,0-10,cold
2181,01/03/2018,21,-3.0,50,3.7,0.0,0.0,Spring,Holiday,Yes,340,7.0,0-10,cold
2182,01/03/2018,22,-3.6,52,3.7,0.0,0.0,Spring,Holiday,Yes,86,21.0,0-100,cold
2183,01/03/2018,23,-4.0,52,3.4,0.0,0.0,Spring,Holiday,Yes,155,56.0,0-100,cold
2184,02/03/2018,0,-4.3,53,2.6,0.0,0.0,Spring,No Holiday,Yes,148,75.0,0-100,cold
2185,02/03/2018,1,-4.6,52,2.1,0.0,0.0,Spring,No Holiday,Yes,70,95.0,0-100,cold
2186,02/03/2018,2,-5.3,52,1.2,0.0,0.0,Spring,No Holiday,Yes,47,10.0,0-10,frost
2187,02/03/2018,3,-5.7,50,1.7,0.0,0.0,Spring,No Holiday,Yes,41,8.0,0-10,frost
2188,02/03/2018,4,-5.8,48,1.5,0.0,0.0,Spring,No Holiday,Yes,29,10.0,0-100,frost
2189,02/03/2018,5,-6.1,49,1.0,0.0,0.0,Spring,No Holiday,Yes,53,4.0,0-10,frost
2190,02/03/2018,6,-6.4,50,1.5,0.0,0.0,Spring,No Holiday,Yes,161,10.0,0-100,frost
2191,02/03/2018,7,-6.6,52,0.5,0.0,0.0,Spring,No Holiday,Yes,132,69.0,0-100,frost
2192,02/03/2018,8,-6.2,45,0.4,0.0,0.0,Spring,No Holiday,Yes,1113,10.0,0-100,frost
2193,02/03/2018,9,-4.6,34,1.2,0.0,0.0,Spring,No Holiday,Yes,19,43.0,0-100,cold
2194,02/03/2018,10,-1.8,30,2.1,0.0,0.0,Spring,No Holiday,Yes,162,68.0,0-100,cold
2195,02/03/2018,11,0.1,30,1.8,0.0,0.0,Spring,No Holiday,Yes,169,7.0,0-10,cold
2196,02/03/2018,12,1.8,26,2.2,0.0,0.0,Spring,No Holiday,Yes,655,3.0,0-10,cold
2197,02/03/2018,13,2.3,22,3.1,0.0,0.0,Spring,No Holiday,Yes,329,10.0,0-100,cold
2198,02/03/2018,14,3.4,23,2.4,0.0,0.0,Spring,No Holiday,Yes,649,10.0,0-100,cold
2199,02/03/2018,15,4.3,22,1.3,0.0,0.0,Spring,No Holiday,Yes,774,7.0,0-10,cold
2200,02/03/2018,16,5.2,21,2.1,0.0,0.0,Spring,No Holiday,Yes,857,7.0,0-10,cool
2201,02/03/2018,17,4.3,21,2.5,0.0,0.0,Spring,No Holiday,Yes,549,2.0,0-10,cold
2202,02/03/2018,18,3.5,22,0.9,0.0,0.0,Spring,No Holiday,Yes,971,48.0,0-100,cold
2203,02/03/2018,19,2.0,26,2.3,0.0,0.0,Spring,No Holiday,Yes,213,94.0,0-100,cold
2204,02/03/2018,20,1.2,35,2.5,0.0,0.0,Spring,No Holiday,Yes,68,9.0,0-10,cold
2205,02/03/2018,21,1.0,34,1.4,0.0,0.0,Spring,No Holiday,Yes,250,10.0,0-100,cold
2206,02/03/2018,22,0.5,38,0.9,0.0,0.0,Spring,No Holiday,Yes,703,80.0,0-100,cold
2207,02/03/2018,23,0.3,38,0.2,0.0,0.0,Spring,No Holiday,Yes,134,10.0,0-100,cold
2208,03/03/2018,0,0.5,34,0.4,0.0,0.0,Spring,No Holiday,Yes,254,8.0,0-10,cold
2209,03/03/2018,1,0.6,36,0.4,0.0,0.0,Spring,No Holiday,Yes,262,90.0,0-100,cold
2210,03/03/2018,2,0.9,35,0.5,0.0,0.0,Spring,No Holiday,Yes,40,10.0,0-100,cold
2211,03/03/2018,3,0.8,38,0.8,0.0,0.0,Spring,No Holiday,Yes,104,10.0,0-100,cold
2212,03/03/2018,4,0.6,43,0.9,0.0,0.0,Spring,No Holiday,Yes,91,30.0,0-100,cold
2213,03/03/2018,5,0.8,39,1.0,0.0,0.0,Spring,No Holiday,Yes,78,10.0,0-100,cold
2214,03/03/2018,6,0.5,42,0.9,0.0,0.0,Spring,No Holiday,Yes,79,92.0,0-100,cold
2215,03/03/2018,7,0.1,43,1.4,0.0,0.0,Spring,No Holiday,Yes,74,10.0,0-100,cold
2216,03/03/2018,8,0.4,38,1.8,0.0,0.0,Spring,No Holiday,Yes,323,30.0,0-100,cold
2217,03/03/2018,9,2.2,30,1.5,0.0,0.0,Spring,No Holiday,Yes,205,1.0,0-10,cold
2218,03/03/2018,10,,27,1.2,0.0,0.0,Spring,No Holiday,Yes,311,83.0,0-100,
2219,03/03/2018,11,8.1,21,2.1,0.0,0.0,Spring,No Holiday,Yes,634,8.0,0-10,cool
2220,03/03/2018,12,10.7,16,1.7,0.0,0.0,Spring,No Holiday,Yes,369,10.0,0-100,cool
2221,03/03/2018,13,12.2,14,1.6,0.0,0.0,Spring,No Holiday,Yes,485,45.0,0-100,cool
2222,03/03/2018,14,14.4,14,1.4,0.0,0.0,Spring,No Holiday,Yes,318,10.0,0-10,cool
2223,03/03/2018,15,16.0,14,2.2,0.0,0.0,Spring,No Holiday,Yes,2201,6.0,0-10,warm
2224,03/03/2018,16,15.8,15,2.6,0.0,0.0,Spring,No Holiday,Yes,1385,3.0,0-10,warm
2225,03/03/2018,17,15.0,22,2.5,0.0,0.0,Spring,No Holiday,Yes,1720,39.0,0-100,warm
2226,03/03/2018,18,13.9,26,1.9,0.0,0.0,Spring,No Holiday,Yes,1023,8.0,0-10,cool
2227,03/03/2018,19,12.7,32,2.3,0.0,0.0,Spring,No Holiday,Yes,716,10.0,0-100,cool
2228,03/03/2018,20,11.1,51,3.7,0.0,0.0,Spring,No Holiday,Yes,322,10.0,0-100,cool
2229,03/03/2018,21,10.3,52,2.2,0.0,0.0,Spring,No Holiday,Yes,695,66.0,0-100,cool
2230,03/03/2018,22,10.2,49,1.7,0.0,0.0,Spring,No Holiday,Yes,778,3.0,0-10,cool
2231,03/03/2018,23,9.4,74,1.6,0.0,0.0,Spring,No Holiday,Yes,136,46.0,0-100,cool
